GOterm	Definition	Ontology_source
GO:0099093	A process in which a calcium ion (Ca2+) is transported from one side of a membrane to the other out of the mitochondrion by means of some agent such as a transporter or pore.	biological_process
GO:0042613	A transmembrane protein complex composed of an MHC class II alpha and MHC class II beta chain, and with or without a bound peptide or polysaccharide antigen.	cellular_component
GO:0042612	A transmembrane protein complex composed of a MHC class I alpha chain and an invariant beta2-microglobin chain, and with or without a bound peptide antigen. Class I here refers to classical class I molecules.	cellular_component
GO:0042611	A transmembrane protein complex composed of an MHC alpha chain and, in most cases, either an MHC class II beta chain or an invariant beta2-microglobin chain, and with or without a bound peptide, lipid, or polysaccharide antigen.	cellular_component
GO:0022852	Enables the transmembrane transfer of a chloride ion by a channel that opens when glycine has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0022851	Enables the transmembrane transfer of a chloride ion by a channel that opens when GABA has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0022850	Enables the transmembrane transfer of a cation by a channel that opens when serotonin has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0022849	Enables the transmembrane transfer of a calcium ion by a channel that opens when glutamate has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0022848	Enables the transmembrane transfer of a cation by a channel that opens when acetylcholine has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0022843	Enables the transmembrane transfer of a cation by a voltage-gated channel. A cation is a positively charged ion. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0022839	Enables the transmembrane transfer of a solute by a channel that opens in response to a specific ion stimulus.	molecular_function
GO:0022838	Enables the energy-independent facilitated diffusion, mediated by passage of a specific solute through a transmembrane aqueous pore or channel. Stereospecificity is not exhibited but this transport may be specific for a particular molecular species or class of molecules.	molecular_function
GO:0022836	Enables the transmembrane transfer of a solute by a channel that opens in response to a specific stimulus.	molecular_function
GO:0022835	Enables the transmembrane transfer of a solute by a channel that opens when a specific neurotransmitter has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0022834	Enables the transmembrane transfer of a solute by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0022833	Enables the transmembrane transfer of a solute by a channel that opens in response to a mechanical stress.	molecular_function
GO:0022832	Enables the transmembrane transfer of a solute by a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0022828	Enables the transmembrane transfer of a solute by a channel that opens in response to phosphorylation of one of its constituent parts.	molecular_function
GO:0022824	Enables the transmembrane transfer of an ion by a channel that opens when a specific neurotransmitter has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0022904	A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.	biological_process
GO:0022900	A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.	biological_process
GO:0022894	Enables the transmembrane transfer of potassium by a channel with a unit conductance of 20 to 85 picoSiemens that opens in response to stimulus by internal calcium ions. Intermediate conductance calcium-activated potassium channels are more sensitive to calcium than are large conductance calcium-activated potassium channels. Transport by a channel involves catalysis of facilitated diffusion of a solute (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel, without evidence for a carrier-mediated mechanism.	molecular_function
GO:0022859	Enables the transmembrane transfer of a solute by a channel that opens in response to dephosphorylation of one of its constituent parts.	molecular_function
GO:0005746	The protein complexes that form the mitochondrial electron transport system (the respiratory chain), associated with the inner mitochondrial membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient.	cellular_component
